时间,湿度(%)
2023-03-22 18:10:00,62.91
2023-03-22 19:20:00,62.69
2023-03-22 20:30:00,62.9
2023-03-22 21:40:00,64.68
2023-03-22 22:50:00,64.33
2023-03-23 00:10:00,63.85
2023-03-23 01:20:00,63
2023-03-23 02:30:00,63.1
2023-03-23 03:40:00,60.08
2023-03-23 04:50:00,59.89
2023-03-23 06:00:00,60.26
2023-03-23 07:10:00,56.22
2023-03-23 08:20:00,49.81
2023-03-23 09:30:00,48.38
2023-03-23 10:40:00,51.95
2023-03-23 11:50:00,53.51
2023-03-23 13:00:00,54.16
2023-03-23 14:10:00,56.42
2023-03-23 15:20:00,56.79
2023-03-23 16:30:00,61.69
2023-03-23 17:40:00,58.43
2023-03-23 18:50:00,56.92
2023-03-23 20:00:00,59.77
2023-03-23 21:10:00,61.74
2023-03-23 22:20:00,60.94
2023-03-23 23:30:00,61.66
2023-03-24 00:50:00,62.04
2023-03-24 02:00:00,63.31
2023-03-24 03:10:00,65.24
2023-03-24 04:20:00,64.73
2023-03-24 05:30:00,65.16
2023-03-24 06:40:00,62.57
2023-03-24 07:50:00,60.82
2023-03-24 09:00:00,60.91
2023-03-24 10:10:00,61.22
2023-03-24 11:20:00,60.69
2023-03-24 12:30:00,60.14
2023-03-24 13:40:00,60.75
2023-03-24 14:50:00,60.87
2023-03-24 16:00:00,61.2
2023-03-24 17:10:00,59.9
2023-03-24 18:20:00,56.94
2023-03-24 19:30:00,55.93
2023-03-24 20:40:00,55.33
2023-03-24 21:50:00,53.54
2023-03-24 23:00:00,52.13
2023-03-25 00:20:00,51.43
2023-03-25 01:30:00,51.47
2023-03-25 02:40:00,54.44
2023-03-25 03:50:00,51.31
2023-03-25 05:00:00,51.57
2023-03-25 06:10:00,50.93
2023-03-25 07:20:00,50
2023-03-25 08:30:00,49.97
2023-03-25 09:40:00,50.4
2023-03-25 10:50:00,51.19
2023-03-25 12:00:00,51.01
2023-03-25 13:10:00,52.13
2023-03-25 14:20:00,56.77
2023-03-25 15:30:00,56.76
2023-03-25 16:40:00,55.35
2023-03-25 17:50:00,54.14
2023-03-25 19:00:00,54.78
2023-03-25 20:10:00,56.45
2023-03-25 21:20:00,56.46
2023-03-25 22:30:00,57.51
2023-03-25 23:40:00,60.14
2023-03-26 01:00:00,60.99
2023-03-26 02:10:00,61.45
2023-03-26 03:20:00,63.54
2023-03-26 04:30:00,63.17
2023-03-26 05:40:00,61.83
2023-03-26 06:50:00,59.98
2023-03-26 08:00:00,61.14
2023-03-26 09:10:00,50.39
2023-03-26 10:20:00,46.85
2023-03-26 11:30:00,44.49
2023-03-26 12:40:00,43.49
2023-03-26 13:50:00,42.26
2023-03-26 15:00:00,39.92
2023-03-26 16:10:00,39.71
2023-03-26 17:20:00,39.59
2023-03-26 18:30:00,40.33
2023-03-26 19:40:00,46.48
2023-03-26 20:50:00,51.92
2023-03-26 22:00:00,53.22
2023-03-26 23:10:00,55.99
2023-03-27 00:30:00,56.98
2023-03-27 01:40:00,58.55
2023-03-27 02:50:00,59.13
2023-03-27 04:00:00,59.54
2023-03-27 05:10:00,60.53
2023-03-27 06:20:00,61.52
2023-03-27 07:30:00,58.4
2023-03-27 08:40:00,58.77
2023-03-27 09:50:00,52.86
2023-03-27 11:00:00,45.19
2023-03-27 12:10:00,36.7
2023-03-27 13:20:00,31.87
2023-03-27 14:30:00,34.45
2023-03-27 15:40:00,40.79
2023-03-27 16:50:00,40.81
2023-03-27 18:00:00,39.48
2023-03-27 19:10:00,42.06
2023-03-27 20:20:00,44.55
2023-03-27 21:30:00,52.03
2023-03-27 22:40:00,51.89
2023-03-27 23:50:00,56.54
2023-03-28 01:10:00,58.91
2023-03-28 02:20:00,58.85
2023-03-28 03:30:00,60.1
2023-03-28 04:40:00,61.99
2023-03-28 05:50:00,62.86
2023-03-28 07:00:00,63.62
2023-03-28 08:10:00,62.34
2023-03-28 09:20:00,60.88
2023-03-28 10:30:00,56.34
2023-03-28 11:40:00,56.43
2023-03-28 12:50:00,45.56
2023-03-28 14:00:00,38.7
2023-03-28 15:10:00,36.05
2023-03-28 16:20:00,35.8
2023-03-28 17:30:00,35.29
2023-03-28 18:40:00,34.36
2023-03-28 19:50:00,33.09
2023-03-28 21:00:00,39.96
2023-03-28 22:10:00,38.9
2023-03-28 23:20:00,43.98
2023-03-29 00:40:00,48.54
2023-03-29 01:50:00,49.87
2023-03-29 03:00:00,53.26
2023-03-29 04:10:00,52.49
2023-03-29 05:20:00,55.33
2023-03-29 06:30:00,56.22
2023-03-29 07:40:00,54.57
2023-03-29 08:50:00,56.56
2023-03-29 10:00:00,53.17
2023-03-29 11:10:00,42.79
2023-03-29 12:20:00,36.61
2023-03-29 13:30:00,36.95
2023-03-29 14:40:00,35.42
2023-03-29 15:50:00,32.31
2023-03-29 17:00:00,31.17
2023-03-29 18:10:00,32.32
2023-03-29 19:20:00,44.9
2023-03-29 20:30:00,47.4
2023-03-29 21:40:00,50.89
2023-03-29 22:50:00,49.23
2023-03-30 00:10:00,57.05
2023-03-30 01:20:00,59.34
2023-03-30 02:30:00,60.12
2023-03-30 03:40:00,60.76
2023-03-30 04:50:00,61.71
2023-03-30 06:00:00,62.4
2023-03-30 07:10:00,61.94
2023-03-30 08:20:00,61.28
2023-03-30 09:30:00,52.85
2023-03-30 10:40:00,47.4
2023-03-30 11:50:00,38.4
2023-03-30 13:00:00,31.74
2023-03-30 14:10:00,25.71
2023-03-30 15:20:00,26.26
2023-03-30 16:30:00,24.31
2023-03-30 17:40:00,25.95
2023-03-30 18:50:00,29.46
2023-03-30 20:00:00,37.44
2023-03-30 21:10:00,42.41
2023-03-30 22:20:00,45.65
2023-03-30 23:30:00,50.56
2023-03-31 00:50:00,53.28
2023-03-31 02:00:00,53.48
2023-03-31 03:10:00,57.27
2023-03-31 04:20:00,57.61
2023-03-31 05:30:00,59.33
2023-03-31 06:40:00,58.89
2023-03-31 07:50:00,57.34
2023-03-31 09:00:00,56.8
2023-03-31 10:10:00,48.3
2023-03-31 11:20:00,41.03
2023-03-31 12:30:00,31.56
2023-03-31 13:40:00,28.33
2023-03-31 14:50:00,25.63
2023-03-31 16:00:00,25.27
2023-03-31 17:10:00,26.51
2023-03-31 18:20:00,32.87
2023-03-31 19:30:00,35.98
2023-03-31 20:40:00,43.25
2023-03-31 21:50:00,46.46
2023-03-31 23:00:00,46.27
2023-04-01 00:20:00,53.45
2023-04-01 01:30:00,54.38
2023-04-01 02:40:00,58.38
2023-04-01 03:50:00,61.09
2023-04-01 05:00:00,59.12
2023-04-01 06:10:00,63.45
2023-04-01 07:20:00,62.21
2023-04-01 08:30:00,57.08
2023-04-01 09:40:00,50.11
2023-04-01 10:50:00,40.19
2023-04-01 12:00:00,37.82
2023-04-01 13:10:00,28.89
2023-04-01 14:20:00,28.85
2023-04-01 15:30:00,27.21
2023-04-01 16:40:00,25.51
2023-04-01 17:50:00,27.63
2023-04-01 19:00:00,29.97
2023-04-01 20:10:00,31.53
2023-04-01 21:20:00,32.34
2023-04-01 22:30:00,39.38
2023-04-01 23:40:00,45.1
2023-04-02 01:00:00,49.48
2023-04-02 02:10:00,50.71
2023-04-02 03:20:00,51.39
2023-04-02 04:30:00,53.31
2023-04-02 05:40:00,52.42
2023-04-02 06:50:00,48.87
2023-04-02 08:00:00,49.32
2023-04-02 09:10:00,48.36
2023-04-02 10:20:00,41.86
2023-04-02 12:10:00,35.41
2023-04-02 13:20:00,33.07
2023-04-02 14:30:00,33.04
2023-04-02 15:40:00,31.97
2023-04-02 16:50:00,32.28
2023-04-02 18:00:00,32.97
2023-04-02 19:10:00,35.55
2023-04-02 20:20:00,38.42
2023-04-02 21:30:00,39.27
2023-04-02 22:40:00,42.31
2023-04-02 23:50:00,44.15
2023-04-03 01:20:00,46.56
2023-04-03 02:30:00,61.93
2023-04-03 03:40:00,60.86
2023-04-03 04:50:00,60.37
2023-04-03 06:00:00,60.69
2023-04-03 07:10:00,61.88
2023-04-03 08:20:00,60.35
2023-04-03 09:30:00,53.94
2023-04-03 10:40:00,47.63
2023-04-03 11:50:00,45.51
2023-04-03 13:00:00,50.9
2023-04-03 14:10:00,53.44
2023-04-03 15:20:00,48.73
2023-04-03 16:30:00,44.74
2023-04-03 17:40:00,49.74
2023-04-03 18:50:00,51.23
2023-04-03 20:00:00,52.1
2023-04-03 21:10:00,53.51
2023-04-03 22:20:00,58.19
2023-04-03 23:30:00,58.68
2023-04-04 00:50:00,61.2
2023-04-04 02:00:00,63.35
2023-04-04 03:10:00,60.71
2023-04-04 04:20:00,58.89
2023-04-04 05:30:00,57.36
2023-04-04 06:40:00,59.63
2023-04-04 07:50:00,65.42
2023-04-04 09:00:00,65.53
2023-04-04 10:10:00,66.06
2023-04-04 11:20:00,62.21
2023-04-04 12:30:00,66.22
2023-04-04 13:40:00,67.24
2023-04-04 14:50:00,64.42
2023-04-04 16:00:00,63.46
2023-04-04 17:10:00,61.8
2023-04-04 18:20:00,60.44
2023-04-04 19:30:00,61.35
2023-04-04 20:40:00,59.9
2023-04-04 21:50:00,59.31
2023-04-04 23:00:00,57.4
2023-04-05 00:20:00,56.55
2023-04-05 01:30:00,55.63
2023-04-05 02:40:00,55.55
2023-04-05 03:50:00,51
2023-04-05 05:00:00,48.23
2023-04-05 06:10:00,44.6
2023-04-05 07:20:00,42.49
2023-04-05 08:30:00,40.95
2023-04-05 09:40:00,41.1
2023-04-05 10:50:00,41.42
2023-04-05 12:00:00,40.24
2023-04-05 13:10:00,54.86
2023-04-05 14:20:00,62.41
2023-04-05 15:30:00,61.23
2023-04-05 16:40:00,60
2023-04-05 17:50:00,56.35
2023-04-05 19:00:00,53.67
2023-04-05 20:10:00,51.69
2023-04-05 21:20:00,54.1
2023-04-05 22:30:00,54.05
2023-04-05 23:40:00,58.28
2023-04-06 01:00:00,62.91
2023-04-06 02:10:00,65.47
2023-04-06 03:20:00,64.94
2023-04-06 04:30:00,64.28
2023-04-06 05:40:00,62.96
2023-04-06 06:50:00,64.98
2023-04-06 08:00:00,60.77
2023-04-06 09:10:00,53.97
2023-04-06 10:20:00,46.57
2023-04-06 11:30:00,31.29
2023-04-06 12:40:00,28.39
2023-04-06 13:50:00,28.47
2023-04-06 15:00:00,31.21
2023-04-06 16:10:00,30.39
2023-04-06 17:20:00,31.67
2023-04-06 18:30:00,33.77
2023-04-06 19:40:00,37.55
2023-04-06 20:50:00,43.65
2023-04-06 22:00:00,49.37
2023-04-06 23:10:00,54.13
2023-04-07 00:30:00,51.56
2023-04-07 01:40:00,56.03
2023-04-07 02:50:00,58.58
2023-04-07 04:00:00,60.2
2023-04-07 05:10:00,63.75
2023-04-07 06:20:00,64.79
2023-04-07 07:30:00,63.77
2023-04-07 08:40:00,59.77
2023-04-07 09:50:00,59.62
2023-04-07 11:00:00,57.19
2023-04-07 12:10:00,54.4
2023-04-07 13:20:00,51.17
2023-04-07 14:30:00,46.32
2023-04-07 15:40:00,43.27
2023-04-07 16:50:00,42.58
2023-04-07 18:00:00,42.17
2023-04-07 19:10:00,42.79
2023-04-07 20:20:00,52.69
2023-04-07 21:30:00,53.62
2023-04-07 22:40:00,53.7
2023-04-07 23:50:00,57.46
2023-04-08 01:10:00,58.34
2023-04-08 02:20:00,59.52
2023-04-08 03:30:00,60.19
2023-04-08 04:40:00,62.51
2023-04-08 05:50:00,61.36
2023-04-08 07:00:00,62.11
2023-04-08 08:10:00,58.03
2023-04-08 09:20:00,57.9
2023-04-08 10:30:00,53.35
2023-04-08 11:40:00,52.49
2023-04-08 12:50:00,47.34
2023-04-08 14:00:00,33.24
2023-04-08 15:10:00,23.89
2023-04-08 16:20:00,23.73
2023-04-08 17:30:00,23.64
2023-04-08 18:40:00,27.39
2023-04-08 19:50:00,37.55
2023-04-08 21:00:00,43.06
2023-04-08 22:10:00,47.91
2023-04-08 23:20:00,49.67
2023-04-09 00:40:00,52.81
2023-04-09 01:50:00,56.2
2023-04-09 03:00:00,57.17
2023-04-09 04:10:00,56.87
2023-04-09 05:20:00,54.95
2023-04-09 06:30:00,56.14
2023-04-09 07:40:00,53.47
2023-04-09 08:50:00,48.46
2023-04-09 10:00:00,41.35
2023-04-09 11:10:00,33.47
2023-04-09 12:20:00,24.36
2023-04-09 13:30:00,23.89
2023-04-09 14:40:00,22.37
2023-04-09 15:50:00,23.66
2023-04-09 17:00:00,26.6
2023-04-09 18:10:00,28.26
2023-04-09 19:20:00,29.68
2023-04-09 20:30:00,33.46
2023-04-09 21:40:00,37.95
2023-04-09 22:50:00,43.4
2023-04-10 00:10:00,48.05
2023-04-10 01:20:00,50.77
2023-04-10 02:30:00,49.91
2023-04-10 03:40:00,54.04
2023-04-10 04:50:00,57.41
2023-04-10 06:00:00,57.54
2023-04-10 07:10:00,58.05
2023-04-10 08:20:00,54.25
2023-04-10 09:30:00,47.82
2023-04-10 10:40:00,40.15
2023-04-10 11:50:00,35.25
2023-04-10 13:00:00,30.7
2023-04-10 14:10:00,28.08
2023-04-10 15:20:00,26.81
2023-04-10 16:30:00,27.41
2023-04-10 17:40:00,25.42
2023-04-10 18:50:00,32.71
2023-04-10 20:00:00,37.93
2023-04-10 21:10:00,44.27
2023-04-10 22:20:00,47.79
2023-04-10 23:30:00,50.47
2023-04-11 00:50:00,51.85
2023-04-11 02:00:00,53.49
2023-04-11 03:10:00,56.48
2023-04-11 04:20:00,57.22
2023-04-11 05:30:00,54.96
2023-04-11 06:40:00,58.33
2023-04-11 07:50:00,53.66
2023-04-11 09:00:00,51.33
2023-04-11 10:10:00,47.87
2023-04-11 11:20:00,39.65
2023-04-11 12:30:00,36.08
2023-04-11 13:40:00,27.55
2023-04-11 14:50:00,25.38
2023-04-11 16:00:00,21.83
2023-04-11 17:10:00,20.87
2023-04-11 18:20:00,23.82
2023-04-11 19:30:00,33.03
2023-04-11 20:40:00,35.77
2023-04-11 21:50:00,42.4
2023-04-11 23:00:00,45.1
2023-04-12 00:20:00,47.99
2023-04-12 01:30:00,54.02
2023-04-12 02:40:00,50.6
2023-04-12 03:50:00,54.57
2023-04-12 05:00:00,54.01
2023-04-12 06:10:00,56.38
2023-04-12 07:20:00,53.64
2023-04-12 08:30:00,52.62
2023-04-12 09:40:00,41.11
2023-04-12 10:50:00,38.35
2023-04-12 12:00:00,37.7
2023-04-12 13:10:00,51.14
2023-04-12 14:20:00,61.5
2023-04-12 15:30:00,60.27
2023-04-12 16:40:00,55.62
2023-04-12 17:50:00,57.54
2023-04-12 19:00:00,57.84
2023-04-12 20:10:00,59.42
2023-04-12 21:20:00,60.09
2023-04-12 22:30:00,64.72
2023-04-12 23:40:00,66.06
2023-04-13 01:00:00,65.08
2023-04-13 02:10:00,66.02
2023-04-13 03:20:00,66.36
2023-04-13 04:30:00,66.63
2023-04-13 05:40:00,65.49
2023-04-13 06:50:00,66.33
2023-04-13 08:00:00,64.36
2023-04-13 09:10:00,61.76
2023-04-13 10:20:00,57.87
2023-04-13 11:30:00,53.16
2023-04-13 12:40:00,58.66
2023-04-13 13:50:00,60.96
2023-04-13 15:00:00,61.08
2023-04-13 16:10:00,61.39
2023-04-13 17:20:00,59.28
2023-04-13 18:30:00,61.81
2023-04-13 19:40:00,62.38
2023-04-13 20:50:00,62.61
2023-04-13 22:00:00,64.72
2023-04-13 23:10:00,65.8
2023-04-14 00:30:00,66.89
2023-04-14 01:40:00,66.91
2023-04-14 02:50:00,67.04
2023-04-14 04:00:00,67.85
2023-04-14 05:10:00,68.11
2023-04-14 06:20:00,68.27
2023-04-14 07:30:00,67.94
2023-04-14 08:40:00,66.79
2023-04-14 09:50:00,66.57
2023-04-14 11:00:00,62.78
2023-04-14 12:10:00,64.1
2023-04-14 13:20:00,47.99
2023-04-14 14:30:00,40.53
2023-04-14 15:40:00,37.04
2023-04-14 16:50:00,36.26
2023-04-14 18:00:00,36.36
2023-04-14 19:10:00,41.47
2023-04-14 20:30:00,48.33
2023-04-14 21:40:00,54.32
2023-04-14 22:50:00,55.66
2023-04-15 00:10:00,58.77
2023-04-15 01:20:00,60.14
2023-04-15 02:30:00,62.63
2023-04-15 03:40:00,63.67
2023-04-15 04:50:00,64.5
2023-04-15 06:00:00,64.27
2023-04-15 07:10:00,64.74
2023-04-15 08:20:00,60.64
2023-04-15 09:30:00,55.69
2023-04-15 10:40:00,47.95
2023-04-15 11:50:00,34.53
2023-04-15 13:00:00,36.06
2023-04-15 14:10:00,33.52
2023-04-15 15:30:00,30.72
2023-04-15 16:40:00,28.44
2023-04-15 17:50:00,27.22
2023-04-15 19:00:00,29.52
2023-04-15 20:10:00,37.6
2023-04-15 21:20:00,42.13
2023-04-15 22:30:00,48.87
2023-04-15 23:40:00,50.09
2023-04-16 01:00:00,54.38
2023-04-16 02:10:00,55.91
2023-04-16 03:20:00,59.19
2023-04-16 04:30:00,60.85
2023-04-16 05:40:00,62.14
2023-04-16 06:50:00,62.78
2023-04-16 08:00:00,58.16
2023-04-16 09:10:00,51.73
2023-04-16 10:20:00,42.31
2023-04-16 11:30:00,34.68
2023-04-16 12:40:00,27.21
2023-04-16 13:50:00,21.07
2023-04-16 15:00:00,17.78
2023-04-16 16:10:00,18.85
2023-04-16 17:20:00,18.28
2023-04-16 18:30:00,23.53
2023-04-16 19:40:00,32.96
2023-04-16 20:50:00,37.93
2023-04-16 22:00:00,41.88
2023-04-16 23:10:00,43.26
2023-04-17 00:30:00,47.96
2023-04-17 01:40:00,48.79
2023-04-17 02:50:00,51.46
2023-04-17 04:00:00,52.85
2023-04-17 05:10:00,51.76
2023-04-17 06:20:00,53.73
2023-04-17 07:30:00,52.68
2023-04-17 08:40:00,49.3
2023-04-17 09:50:00,44.12
2023-04-17 11:00:00,37.88
2023-04-17 12:10:00,33.07
2023-04-17 13:20:00,29.51
2023-04-17 14:30:00,26.55
2023-04-17 15:40:00,25.36
2023-04-17 16:50:00,24.63
2023-04-17 18:00:00,25.63
2023-04-17 19:10:00,29.78
2023-04-17 20:20:00,31.31
2023-04-17 21:30:00,36.25
2023-04-17 22:40:00,40.48
2023-04-17 23:50:00,40.76
2023-04-18 01:10:00,39.29
2023-04-18 02:20:00,35.03
2023-04-18 03:30:00,37
2023-04-18 04:40:00,42.26
2023-04-18 05:50:00,46.82
2023-04-18 07:00:00,49.3
2023-04-18 08:10:00,50.33
2023-04-18 09:20:00,49.09
2023-04-18 10:30:00,47.58
2023-04-18 11:40:00,44.86
2023-04-18 12:50:00,49.09
2023-04-18 14:00:00,43.52
2023-04-18 15:10:00,46.92
2023-04-18 16:20:00,49.38
2023-04-18 17:30:00,55.24
2023-04-18 18:40:00,57.94
2023-04-18 19:50:00,58.89
2023-04-18 21:00:00,57.96
2023-04-18 22:10:00,60.76
2023-04-18 23:20:00,60.76
2023-04-19 00:40:00,61.78
2023-04-19 01:50:00,63.33
2023-04-19 03:00:00,63.32
2023-04-19 04:10:00,63.33
2023-04-19 05:20:00,63.88
2023-04-19 06:30:00,64.34
2023-04-19 07:40:00,61.88
2023-04-19 08:50:00,58.8
2023-04-19 10:30:00,47.61
2023-04-19 11:40:00,41.97
2023-04-19 12:50:00,36.15
2023-04-19 14:00:00,31.13
2023-04-19 15:10:00,25.93
2023-04-19 16:20:00,22.89
2023-04-19 17:30:00,34.1
2023-04-19 18:40:00,40.29
2023-04-19 19:50:00,42.06
2023-04-19 21:00:00,46.91
2023-04-19 22:10:00,49.95
2023-04-19 23:20:00,53.7
2023-04-20 00:40:00,53.07
2023-04-20 01:50:00,57.13
2023-04-20 03:00:00,59.41
2023-04-20 04:10:00,58.67
2023-04-20 05:20:00,57.4
2023-04-20 06:30:00,60.66
2023-04-20 07:40:00,58.88
2023-04-20 08:50:00,54.07
2023-04-20 10:00:00,46.87
2023-04-20 11:10:00,38.73
2023-04-20 12:20:00,33.18
2023-04-20 13:30:00,29.48
2023-04-20 14:40:00,26.6
2023-04-20 15:50:00,23.92
2023-04-20 17:00:00,28.95
2023-04-20 18:10:00,33.88
2023-04-20 19:20:00,37.4
2023-04-20 20:30:00,41.51
2023-04-20 21:40:00,44.7
2023-04-20 22:50:00,46.95
2023-04-21 00:10:00,48.91
2023-04-21 01:20:00,50.66
2023-04-21 02:30:00,54.59
2023-04-21 03:40:00,48.66
2023-04-21 04:50:00,47.21
2023-04-21 06:00:00,46.21
2023-04-21 07:10:00,44.86
2023-04-21 08:20:00,44.73
2023-04-21 09:30:00,44.4
